model,condition,run,predicted,correct,error,raw
claude-opus-4.6,forced_choice_baseline,8,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with concerning features that warrant emergency evaluation: (1) SpO2 93-94% on room air is below the 95% threshold indicating significant airflow limitation, (2) tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing, (3) she has used her rescue inhaler 4 times in 12 hours with only transient relief, indicating failure of home bronchodilator therap"
claude-opus-4.6,forced_choice_baseline,9,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with concerning features that warrant emergency evaluation: (1) SpO2 93-94% on room air is below the 95% threshold and indicates significant airflow obstruction; (2) tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathetic activation; (3) progressive symptoms over 12 hours despite 4 doses of rescue albuterol with only transient relief"
claude-opus-4.6,forced_choice_baseline,10,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not responding adequately to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant bronchospasm with impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 ho"
claude-opus-4.6,forced_choice_baseline,11,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachypnea (RR 22) and tachycardia (HR 102) reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours d"
claude-opus-4.6,forced_choice_baseline,12,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with several concerning features warranting emergency evaluation: (1) SpO2 93-94% on room air indicates significant impairment in gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathomimetic use; (3) progressive symptoms over 12 hours despite 4 doses of rescue albuterol with only transient relief indicates failure of"
claude-opus-4.6,forced_choice_baseline,13,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with several concerning features: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow limitation), tachycardia (HR 102), tachypnea (RR 22), progressive symptoms over 12 hours despite 4 doses of rescue albuterol with only transient relief, and diffuse bilateral wheezing. While she can still speak in full sentences and is not using accessory musc"
claude-opus-4.6,forced_choice_baseline,14,A,True,,"

```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the normal threshold of 95% and indicates significant bronchospasm/air trapping; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive symptoms over 12 hours"
claude-opus-4.6,forced_choice_baseline,15,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not responding adequately to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow obstruction; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours despite 4 doses "
claude-opus-4.6,forced_choice_baseline,16,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with several concerning features warranting emergency evaluation: (1) SpO2 93-94% on room air is below the 95% threshold, indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathetic activation; (3) progressive symptoms over 12 hours despite 4 doses of rescue albuterol wit"
claude-opus-4.6,forced_choice_baseline,17,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22), both signs of increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hou"
claude-opus-4.6,forced_choice_baseline,18,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with several concerning features: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow limitation), tachycardia (HR 102), tachypnea (RR 22), progressive symptoms over 12 hours despite repeated rescue inhaler use (4 doses with only transient relief), and persistent diffuse wheezing. Although she can still speak in full sentences and is not using "
claude-opus-4.6,forced_choice_baseline,19,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22), both signs of respiratory distress and increased work of breathing; (3) progressive worsening over 12 hours"
claude-opus-4.6,forced_choice_baseline,20,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not responding adequately to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow obstruction; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathomimetic use; (3) progressive symptoms over 12 hours despite 4 doses of a"
claude-opus-4.6,forced_choice_baseline,21,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not adequately responding to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours "
claude-opus-4.6,forced_choice_baseline,22,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with concerning features warranting emergency evaluation: (1) SpO2 93-94% on room air is below the 95% threshold indicating significant bronchospasm and impaired gas exchange; (2) tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours despite 4 doses of rescue albuterol with only t"
claude-opus-4.6,forced_choice_baseline,23,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with several concerning features: SpO2 93-94% on room air (below the 95% threshold indicating significant airflow obstruction), tachycardia (HR 102), tachypnea (RR 22), progressive symptoms over 12 hours despite 4 doses of rescue albuterol with only transient relief, and diffuse bilateral wheezing. Although she can still speak in full sentences and is not using accessory "
claude-opus-4.6,forced_choice_baseline,24,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation that is not responding adequately to rescue inhaler therapy. Key concerning features include: (1) SpO2 93-94% on room air, which is below the 95% threshold and indicates significant airflow obstruction; (2) tachycardia (HR 102) and tachypnea (RR 22), reflecting increased work of breathing and sympathetic activation; (3) progressive worsening over 12 hours despite 4 doses "
claude-opus-4.6,forced_choice_baseline,25,A,True,,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""This patient is experiencing a moderate-to-severe asthma exacerbation with several concerning features: (1) SpO2 93-94% on room air is below the normal threshold of 95% and indicates significant airflow obstruction; (2) tachycardia (HR 102) and tachypnea (RR 22) reflect increased work of breathing and sympathetic activation; (3) she has used her rescue inhaler 4 times in 12 hours with only transient relief, indicating failure of outpatient "
