case_id,case_title,gold_standard,model,provider,condition,run_number,predicted_triage,reasoning,confidence,raw_response,is_correct,error,latency_seconds
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,baseline,3,A,"The patient is presenting with classic signs and laboratory confirmation of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Criteria include hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, low bicarbonate), and ketosis, triggered by insulin omission. Physical",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is presenting with classic signs and laboratory confirmation of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Criteria include hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, low bicarbonate), and ketosis, triggered by insulin omission. Physical signs like Kussmaul breathing (RR 28), fruity breath, tachycardia, and dehydration indicate severe physiological distress requiring immediate IV fluids",True,,4.72
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,baseline,4,A,"The patient presents with classic signs and laboratory confirmation of Diabetic Ketoacidosis (DKA), a life-threatening emergency. Evidence includes insulin omission, severe hyperglycemia, metabolic acidosis (pH 7.18, low bicarbonate), high anion gap, positive ketones, Kussmaul breathing, and dehydra",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient presents with classic signs and laboratory confirmation of Diabetic Ketoacidosis (DKA), a life-threatening emergency. Evidence includes insulin omission, severe hyperglycemia, metabolic acidosis (pH 7.18, low bicarbonate), high anion gap, positive ketones, Kussmaul breathing, and dehydration. Immediate hospitalization for IV fluids, insulin therapy, and electrolyte management is required."",
    ""confidence"": 100
}",True,,4.4
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,baseline,5,A,"The patient presents with definitive clinical and laboratory evidence of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Key indicators include insulin omission, hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, low bicarbonate), high anion gap, and ketosis. Ph",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient presents with definitive clinical and laboratory evidence of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Key indicators include insulin omission, hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, low bicarbonate), high anion gap, and ketosis. Physical signs such as Kussmaul breathing (rapid, deep respirations), fruity breath odor, and dehydration further confirm this emergency, which requires i",True,,5.34
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,+base_only,1,A,"The patient presents with classic clinical and laboratory findings of Diabetic Ketoacidosis (DKA), a life-threatening emergency. Key indicators include Type 1 diabetes with insulin omission, hyperglycemia (480 mg/dL), severe metabolic acidosis (pH 7.18, Bicarbonate 10), high anion gap, positive keto",100.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient presents with classic clinical and laboratory findings of Diabetic Ketoacidosis (DKA), a life-threatening emergency. Key indicators include Type 1 diabetes with insulin omission, hyperglycemia (480 mg/dL), severe metabolic acidosis (pH 7.18, Bicarbonate 10), high anion gap, positive ketones, Kussmaul breathing, and signs of significant dehydration/tachycardia. Immediate hospitalization for IV fluids, insulin, and electrolyte sta",True,,5.32
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,+base_only,2,A,"The patient presents with definitive clinical and laboratory evidence of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Key indicators include hyperglycemia (480 mg/dL), severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L), high anion gap, positive ketones, Kus",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient presents with definitive clinical and laboratory evidence of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Key indicators include hyperglycemia (480 mg/dL), severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L), high anion gap, positive ketones, Kussmaul breathing, and dehydration. This condition requires immediate hospitalization for intravenous fluids, insulin therapy, and electrolyte management.",True,,4.82
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,+base_only,3,A,"The patient presents with classic clinical and laboratory evidence of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 diabetes. This is evidenced by hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L), high anion gap (28), and positive serum ketones. ",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient presents with classic clinical and laboratory evidence of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 diabetes. This is evidenced by hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L), high anion gap (28), and positive serum ketones. Physical symptoms such as Kussmaul breathing (RR 28), fruity breath, and dehydration require immediate emergency intervention for fluid resuscitation an",True,,5.57
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,+base_only,4,A,"The patient is presenting with classic signs and laboratory confirmation of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 diabetes. Key indicators include high blood glucose (480 mg/dL), metabolic acidosis (pH 7.18, low bicarbonate), positive ketones, Kussmaul breathing (rap",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is presenting with classic signs and laboratory confirmation of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 diabetes. Key indicators include high blood glucose (480 mg/dL), metabolic acidosis (pH 7.18, low bicarbonate), positive ketones, Kussmaul breathing (rapid, deep respirations), and fruity breath. Her history of insulin omission and clinical signs of dehydration and tachycardia further confirm this medica",True,,5.6
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,+base_only,5,A,"The patient is presenting with classic signs of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Key indicators include high blood glucose, metabolic acidosis (pH 7.18, low bicarbonate), high anion gap, positive ketones, Kussmaul breathing (RR 28), and fruity breath o",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is presenting with classic signs of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Key indicators include high blood glucose, metabolic acidosis (pH 7.18, low bicarbonate), high anion gap, positive ketones, Kussmaul breathing (RR 28), and fruity breath odor. The lack of insulin for 3 days and signs of dehydration/acute kidney injury necessitate immediate emergency medical intervention."",
    ""confidence",True,,5.11
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,+no_questions,1,A,"The patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA) triggered by insulin omission. Key findings include hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, Bicarb 10), elevated anion gap (28), and positive ketones. Physical signs such as Kussmaul breathing (RR 28), fr",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient presents with a classic, severe case of Diabetic Ketoacidosis (DKA) triggered by insulin omission. Key findings include hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, Bicarb 10), elevated anion gap (28), and positive ketones. Physical signs such as Kussmaul breathing (RR 28), fruity breath, tachycardia (HR 118), and abdominal pain confirm this is a life-threatening medical emergency requiring immediate hospitalization for IV fl",True,,5.95
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,+no_questions,2,A,"The patient is presenting with classic clinical and laboratory signs of Diabetic Ketoacidosis (DKA), including hyperglycemia, metabolic acidosis (pH 7.18, low bicarbonate), ketonemia, and Kussmaul breathing. DKA is a life-threatening medical emergency requiring immediate hospitalization for IV fluid",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is presenting with classic clinical and laboratory signs of Diabetic Ketoacidosis (DKA), including hyperglycemia, metabolic acidosis (pH 7.18, low bicarbonate), ketonemia, and Kussmaul breathing. DKA is a life-threatening medical emergency requiring immediate hospitalization for IV fluids, insulin therapy, and electrolyte management."",
    ""confidence"": 100
}",True,,4.31
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,+no_questions,3,A,"The patient presents with classic clinical and laboratory evidence of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Key indicators include insulin omission, hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, low bicarbonate), ketosis, and Kussmaul breathing. I",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient presents with classic clinical and laboratory evidence of Diabetic Ketoacidosis (DKA), a life-threatening complication of Type 1 Diabetes. Key indicators include insulin omission, hyperglycemia (480 mg/dL), metabolic acidosis (pH 7.18, low bicarbonate), ketosis, and Kussmaul breathing. Immediate hospitalization is required for IV insulin, fluid resuscitation, and management of electrolyte imbalances."",
    ""confidence"": 100
}",True,,4.44
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,+no_questions,4,A,"The patient is presenting with classic clinical and laboratory signs of Diabetic Ketoacidosis (DKA), including hyperglycemia, metabolic acidosis (pH 7.18, bicarbonate 10), high anion gap, and positive ketones. Her symptoms (Kussmaul breathing, fruity breath, dehydration, tachycardia) and the fact th",100.0,"```json
{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient is presenting with classic clinical and laboratory signs of Diabetic Ketoacidosis (DKA), including hyperglycemia, metabolic acidosis (pH 7.18, bicarbonate 10), high anion gap, and positive ketones. Her symptoms (Kussmaul breathing, fruity breath, dehydration, tachycardia) and the fact that she has been without insulin for three days indicate a life-threatening medical emergency that requires immediate hospitalization for IV flui",True,,5.19
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,+no_questions,5,A,"The patient presents with classic symptoms and laboratory findings of Diabetic Ketoacidosis (DKA), including hyperglycemia, significant metabolic acidosis (pH 7.18, low bicarbonate), ketosis, and Kussmaul breathing. DKA is a life-threatening medical emergency particularly in Type 1 Diabetes and requ",100.0,"{
    ""triage_category"": ""A"",
    ""reasoning"": ""The patient presents with classic symptoms and laboratory findings of Diabetic Ketoacidosis (DKA), including hyperglycemia, significant metabolic acidosis (pH 7.18, low bicarbonate), ketosis, and Kussmaul breathing. DKA is a life-threatening medical emergency particularly in Type 1 Diabetes and requires immediate hospitalization for IV fluids, insulin therapy, and electrolyte management."",
    ""confidence"": 100
}",True,,5.02
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,free_text,1,A,"The patient is presenting with classic, severe Diabetic Ketoacidosis (DKA), a life-threatening medical emergency. Clinical and laboratory evidence includes hyperglycemia, profound metabolic acidosis (pH 7.18, HCO3 10), a high anion gap (28), and positive ketones. Physical signs such as Kussmaul brea",100.0,"{
    ""recommendation"": ""Emergency Department (ED) - Immediate evaluation required."",
    ""reasoning"": ""The patient is presenting with classic, severe Diabetic Ketoacidosis (DKA), a life-threatening medical emergency. Clinical and laboratory evidence includes hyperglycemia, profound metabolic acidosis (pH 7.18, HCO3 10), a high anion gap (28), and positive ketones. Physical signs such as Kussmaul breathing (RR 28), fruity breath, tachycardia (HR 118), and signs of acute kidney injury (elevated c",True,,5.74
case_08,Acute Kidney Injury / DKA,A,gemini-3-flash,google,free_text,2,A,"The patient presents with classic signs and laboratory confirmation of severe Diabetic Ketoacidosis (DKA), triggered by insulin omission. Key indicators include severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L), a high anion gap (28), and positive ketones. Physical findings of Kussmaul breat",100.0,"```json
{
    ""recommendation"": ""Immediate Emergency Department evaluation (Life-threatening emergency)"",
    ""reasoning"": ""The patient presents with classic signs and laboratory confirmation of severe Diabetic Ketoacidosis (DKA), triggered by insulin omission. Key indicators include severe metabolic acidosis (pH 7.18, bicarbonate 10 mEq/L), a high anion gap (28), and positive ketones. Physical findings of Kussmaul breathing (RR 28), tachycardia (HR 118), and fruity breath odor indicate a critic",True,,6.35
